公司名稱,公司產品,職稱,公司所在縣市
"台聚集團_台聚管理顧問股份有限公司
                    ","台灣聚合化學品股份有限公司(股票代碼：1304)
主要產品：乙烯醋酸乙烯酯共聚合樹脂(EVA)、低密度聚乙烯樹脂(LDPE)、高密度聚乙烯樹脂(HDPE)、線型低密度聚乙烯樹脂(LLDPE)、環狀嵌段共聚物(CBC)

亞洲聚合股份有限公司(股票代碼：1308)
主要產品：乙烯醋酸乙烯酯共聚合樹脂(EVA)、低密度聚乙烯樹脂(LDPE)

台達化學工業股份有限公司(股票代碼：1309)
主要產品：丙烯腈-丁二烯-苯乙烯共聚樹脂(ABS)、丙烯腈-苯乙烯共聚樹脂(AS)、通用級聚苯乙烯(GPS)、耐衝擊型聚苯乙烯(IPS)、發泡級聚苯乙烯(EPS)、玻璃棉、曲面印刷

華夏海灣塑膠股份有限公司(股票代碼：1305)
主要產品：聚氯乙烯(PVC)粉、聚氯乙烯(PVC)膠粒，以及二次加工的膠布、膠皮、管材、異押製品等

台灣氯乙烯工業股份有限公司
主要產品：氯乙烯單體(VCM)

華聚
主要產品：聚氯乙烯(PVC)粉

華運倉儲實業股份有限公司
主要業務：石化原料倉儲業務

越峯電子材料股份有限公司(股票代碼：8121)
主要產品：錳鋅軟性鐵氧磁鐵粉、鎳鋅軟性鐵氧磁鐵粉、錳鋅軟性鐵氧磁鐵芯、鎳鋅軟性鐵氧磁鐵芯

順昶塑膠股份有限公司
主要產品：衛生材料(壓花膜、單片包膜、綿柔膜、透氣膜)、包裝材料(多彩輕包裝膜、重包裝膜、牧草膜、伸縮膜)、原膜材料(積層膜、離型膜、黑白膜)、厚生製品(鎖鮮袋、輕舒爽雨衣、工學地墊)
","401    軟體工程師
Name: job_name, dtype: object","401    台北市
Name: company_addr, dtype: object"
"台達電子工業股份有限公司 _DELTA ELECTRONICS INC.
                    ","【企業文化】
◎創新：有效創新 成功實現
◎品質：精益求精 追求卓越
◎敏捷：洞察趨勢 速掌新機
◎團隊合作：全球整合 達成共贏
◎顧客滿意：預知需求 超越期待","9      Computer Vision Engineer of Smart Machine Deve...
11        【Start up! 2023實習-在台達開創你的達時代！】NLP實習生_台達研究院(新竹)
15     Program/Project manager _ Delta Research Cente...
19          Sr. Architect/Product Manager_智慧能源新事業發展部(台北)
54                         Data Scientist _ 台達研究院(台北/南科)
55                             AI影像分析及應用工程師_樓宇自動化事業群(台北)
59     Senior system integration engineer _ Delta Res...
62                                   應用程式開發資深工程師_資訊處(台北)
74                            數據架構師/機器學習工程師_台達研究院(台北/南科)
77                 人工智慧資料科學家/AI Data Scientist_台達研究院(台北)
87                                        韌體資深工程師_5G(台北)
96                 【2023研發替代役】數據架構師/機器學習工程師_台達研究院(台北/南科)
118                                   後端工程師 _ 台達研究院 (台北)
145                                 影像應用及分析工程師_台達研究院(台北)
149                              軟體工程師(PCIe應用)_台達研究院(新竹)
153                                資深軟體工程師-外派(風扇暨熱傳導事業群)
173                                資安工程師(技術研發)_台達研究院(台北)
197                            Protocol軟體資深/主任工程師_5G(台北)
229    AI Data Scientist _ DSM AOT (AIP) (Taipei / Ta...
253    Software Engineer of Smart Machine Development...
257    Automobile Network Product SW Support Engineer...
274    AI Optimization/Operations Research (OR) Scien...
295                        【2023研發替代役】後端工程師 _ 台達研究院 (台北)
302                             軟體工程師(電池與儲能應用)_台達研究院(新竹)
340        【Start up! 2023實習-在台達開創你的達時代！】軟體工程實習生_資訊處(台北)
347                                  軟體資深工程師_網路基礎事業部(台北)
353                                      軟體工程師_台達研究院(台北)
357    Wireless Sensing and Communication Scientist_台...
368                            應用程式開發資深工程師(JAVA)_資訊處(台北)
369                          (資深) 人工智慧資料科學家_台達研究院(台北/南科)
377                 【2023研發替代役】AI電腦視覺與機器學習工程師_ 台達研究院(台北)
378                                    軟體主任工程師_台達研究院(台北)
382                            AI電腦視覺與機器學習工程師_ 台達研究院(台北)
399                                    軟體設計資深工程師_資訊處(台北)
400                                 深度學習演算法工程師_台達研究院(新竹)
410    Software Engineer of Smart Machine Development...
Name: job_name, dtype: object","9      台北市
11     新竹市
15     台北市
19     台北市
54     台北市
55     台北市
59     台北市
62     台北市
74     台北市
77     台北市
87     台北市
96     台北市
118    台北市
145    台北市
149    新竹市
153    台北市
173    台北市
197    台北市
229    台北市
253    台北市
257    台北市
274    台北市
295    台北市
302    新竹市
340    台北市
347    台北市
353    台北市
357    新竹市
368    台北市
369    台北市
377    台北市
378    台北市
382    台北市
399    台北市
400    新竹市
410    台北市
Name: company_addr, dtype: object"
"國立清華大學_服務創新與分析研究中心
                    ",在疫情衝擊的時代，於公家職缺相對穩定(短期勿試)，本單位雖是委辦專案計畫，但屬於穩定長期計畫(自103開始不斷擴充業務)，可於個人職涯參與大型網站專案開發的歷程，從事軟體開發服務應用，有別於商業模式，期許給使用者更好的體驗，發揮軟實力，創造新的服務，是一份有意義的工作，並可在團隊合作中展現自我價值。,"164    Linux主機及資安管理工程師
Name: job_name, dtype: object","164    新竹市
Name: company_addr, dtype: object"
"國立臺灣師範大學_心理與教育測驗研究發展中心
                    ","1.發展各類心理與教育測驗。
2.從事心理與教育測驗之專題研究。
3.接受委託編制各種心理測驗。
4.從事國際性心理測驗發展之學術研究。
5.推廣心理測驗之應用與諮詢服務。
6.開發心理測驗電腦應用軟體系統。
7.其他有關心理與教育測驗發展事項。
8.國中教育會考試題研發及發展理念之執行。
9.國中教育會考各項試務之規劃、執行、改進與辦理。
10.孕育心理與教育測驗專業人才及促進國際交流與合作。","383    心測中心-(會考)資訊組研究員
Name: job_name, dtype: object","383    新北市
Name: company_addr, dtype: object"
"天才視野資訊股份有限公司
                    ","我們秉持一貫的熱忱、勤奮、決心與凡事徹底的精神，全力以赴的努力，
誠摯邀請志同道合、願為此產業努力的您加入一起奮鬥。
","137    Senior Software Engineer
330           Software Engineer
Name: job_name, dtype: object","137    台北市
330    台北市
Name: company_addr, dtype: object"
"天脈科技股份有限公司
                    ","全方位智慧物流/供應鏈/金流平台
- 公有雲平台
- 私有雲平台","263                   DevOps / Cloud Engineer
406    Software Development Engineer​ in Test
Name: job_name, dtype: object","263    台北市
406    台北市
Name: company_addr, dtype: object"
"好好證券股份有限公司
                    ","投資理財是人生的必修學分，有感於傳統投資理財管道存在嚴重資訊不對稱，身處創新科技的時代，好好基金平台將以用戶的需求做為核心，運用科技為需要的人帶來便捷、快速的一站式服務體驗，秀才不出門，彈指就能理「好」世界財。

------------ [積極主動自薦方式] ------------
如目前職務無適合您的項目，而您自認有適合申請本公司之專長，歡迎毛遂自薦發送電子郵件至人資信箱：hr@fundswap.com.tw

並附上您的簡歷和告訴我們以下內容：
1.介紹一下您自己，包括您為何對這職務興趣？(我們喜歡積極主動自薦之人)
2.您遇過最困難的挑戰與您如何面對與克服？(我們超愛有故事的人生！)
3.您有那些優勢？為何本職務非您莫屬？(這可能是您具備的技術或專長等)
4.除領薪水，您工作＂具體＂目標？(可能是志向、抱負等但別寫為了世界和平)
5.說說您目前月(年)薪？(請寫真的！有本事拿到offer，保證核薪高於您的前工作)
6.最後，談談您申請本職務期望薪資(別寫〝依公司規定〞，以加速核薪時間！)","396    好好證券-後端工程師 Backend Engineer (熟 Python、RESTful ...
Name: job_name, dtype: object","396    新北市
Name: company_addr, dtype: object"
"安矽思科技股份有限公司
                    ","我們的使命

Powering innovation that drives human advancement
推動人類進步的創新驅動

When visionary companies need to know how their world-changing ideas will perform, they close the gap between design and reality using Ansys simulation. For more than 50 years, Ansys software has enabled innovators across industries to push the boundaries of product design by using the predictive power of simulation. From sustainable transportation and advanced satellite systems to life-saving medical devices, Ansys powers innovation that drives human advancement.
當有遠見的企業需要了解其顛覆性想法的實際表現時，他們透過使用 Ansys 模擬技術縮小設計與現實之間的差距。Ansys 軟體50 多年來憑藉模擬的預測能力，幫助各行各業的創新者突破產品設計的極限。從永續交通和先進的衛星系統到救生醫療設備，Ansys 推動人類進步的創新力量，讓您的想法成為現實，改變未來世界的面貌。借助 Ansys 的力量，您的想法將化為現實，帶領世界邁向更美好的未來。

我們的價值

Adaptability 自適應力
Our business is constantly evolving. We stay agile by keeping our minds open, embracing change, and always learning
我們的組織在不斷發展。我們需要透過開放的心態、迎接變化和不斷學習來保持敏捷性。

Generosity 慷慨給予
We give our time, resources, and knowledge for the betterment of all. We serve each other, our customers, partners, and communities with humility.
我們付出時間、資源和知識來協助所有人。我們以謙遜的態度為彼此、我們的客戶、合作夥伴和社區竭力服務。

Courage 不屈不饒
Our growth is unconstrained. We pursue new ideas, find unconventional solutions, and make decisions with courage, compassion, and resilience.
我們的成長空間不受限制。我們追求新的想法，尋找非常規的解決方案，並以勇氣、同情心和韌性做出最好的決定

Authenticity 真誠對待
Our diverse perspectives solve problems. We grow as a team by empowering each other and respecting our individual strengths and differences.
團隊中的不同觀點可以協助解決問題。我們透過相互啟發，並尊重我們的個人優勢和差異來促進團隊的成長。

","67     R&D Engineer II
376       R&D Engineer
Name: job_name, dtype: object","67     新竹縣
376    新竹縣
Name: company_addr, dtype: object"
"宸訊科技股份有限公司
                    ","•我們相信，如果沒有誠信，即使有再好的技術，仍然無法成為客戶真正可信賴的長期夥伴。
•我們堅持，提供最專業的服務，才能創造最大的客戶滿意度與企業的永續經營。
•我們努力，追求不斷創新的活力，掌握時代脈動一起與客戶共同邁向高成長。","169    Internet程式設計師-台北
Name: job_name, dtype: object","169    台北市
Name: company_addr, dtype: object"
"寶碩財務科技股份有限公司
                    ","堅持創新 領航資訊
寶碩秉持著專業、創新以及卓越的精神，提供客戶多元、正確且迅速的即時資訊。創新的產品研發技術、完善的售後服務網絡以及優良的團隊經營績效，促使寶碩不斷成長，擁有優於業界的競爭優勢。","75       數位金融夥伴【前端工程師】REACT VUE
359    跨界金融專家【全端工程師】ASP.NET MVC
Name: job_name, dtype: object","75     台北市
359    台北市
Name: company_addr, dtype: object"
"山富國際旅行社股份有限公司
                    ","良心、責任

「品質保障‧成本掌控」為服務要求，追求旅客最大滿意
「追求前瞻‧永遠專業」為服務出發，引領旅遊最新潮流
「人才培養‧反饋社會」為服務精神，時刻實踐社會回饋","92     Junior Software Engineer 初級軟體工程師(台北總公司)
119    資深軟體工程師 Senior Software Engineer(台北總公司)
Name: job_name, dtype: object","92     台北市
119    台北市
Name: company_addr, dtype: object"
"山淬股份有限公司
                    ",致力於降低交易成本，提供沒有時間限制，空間限制，地點限制的商務營運服務。,"70     電子商務 資訊管理師 A01
289    電子商務 資訊實習生 A01
Name: job_name, dtype: object","70     台北市
289    台北市
Name: company_addr, dtype: object"
"工研院 _財團法人工業技術研究院
                    ",工研院持續堅持：從事市場導向之研發、做為一個有效的橋樑、與協助產業轉型升級,"270    工研院資訊處_網路管理工程師(G2)
Name: job_name, dtype: object","270    新竹縣
Name: company_addr, dtype: object"
"弘翔精密科技股份有限公司
                    ","天下無難事，只怕""無心""人，以正面的態度、誠實的溝通、積極的作為對待人、事、物是弘翔精密的核心價質。大家同心向前，才能成就更好的未來。","94    3D視覺應用工程師(北部)
Name: job_name, dtype: object","94    新北市
Name: company_addr, dtype: object"
"恒利威科技有限公司
                    ","◆專業品質- 專注於5G資訊科技本業
◆國際視野- 深耕⼤中華市場
◆創新領先- 頂尖的研發團隊不斷創新推出產品/服務
◆雙贏策略- 客⼾即是夥伴
◆永續經營- ⾧期經營決策積極主動追求卓越","13    【福利佳 具發展性】Golang開發工程師
41            【福利佳】Web安全工程師
Name: job_name, dtype: object","13    台北市
41    台北市
Name: company_addr, dtype: object"
"恒發數位科技有限公司
                    ","公司對產品規劃
1.安守本分與誠信 
2.用戶導向、從使用者角度、洞察用戶需求、並改善與更新。 
3.秉持把系統最優化、把工作做到極致、卓越品質。 
4.達成業務目標，投入更多資源與技術，並培訓更多人才，使團隊更穩健，打造更優良的遊戲品質及服務。

我們篤信並實踐公司的核心價值，致力於追求卓越。我們凝聚志同道合的才識之士，為共同的目標努力。竭誠歡迎具創新、熱忱的您，加入我們！ ","30    軟體測試工程師【居家工作】
Name: job_name, dtype: object","30    新北市
Name: company_addr, dtype: object"
"恩平方財經股份有限公司
                    ","MacroMicro  名稱的由來，
是擷取了Macroeconomics & Microeconomics兩個單字。 

我們秉持著「重視基本面」以及「人人都應該為自己的投資負責」的兩項初衷 。  
將關鍵的數據轉化為友善的圖表，協助大家創立屬於自己的投資地圖。

財經M平方是在2015年由兩位創辦人Rachel和Ken共同創立的。 
他們分別擁有超過10年金融研究與網路科技開發經驗。 

陸陸續續加入的核心夥伴們，更讓M平方在金融市場上獨樹一格。 
金融研究員熱愛寫code、工程師熱愛市場研究。 
我們相信金融結合科技更能挖掘基本面的力量， 
找出循環與數字投資背後的投資insights。 ","165    財經Ｍ平方-數據量化研究員 （正職）
234      財經Ｍ平方-前端工程師 （正職）
343       財經Ｍ平方-總經研究員（正職）
364       財經Ｍ平方-產業研究員(正職)
Name: job_name, dtype: object","165    台北市
234    台北市
343    台北市
364    台北市
Name: company_addr, dtype: object"
"愛德萬測試股份有限公司
                    ","◎ 提供客戶整體解決方案,與客戶一起成長
◎ 提供員工穩定成長的工作環境
◎ 善盡企業的社會義務","53                 MS Azure BI Data Engineer
114    Senior/Expert Application Engineer(W)
Name: job_name, dtype: object","53     新竹縣
114    新竹縣
Name: company_addr, dtype: object"
"慶燁科技股份有限公司
                    ",科技溝通的專家，樂於溝通、互動分享，關心客戶、共創未來。,"309    資訊工程師
Name: job_name, dtype: object","309    台北市
Name: company_addr, dtype: object"
"拓比有限公司
                    ","Amaze our customers
Beat yesterday
Make it real
Succeed together
Share passion","120    【瑞典外商】Senior Software QA Engineer
294           【瑞典外商】Software QA Engineer
Name: job_name, dtype: object","120    台北市
294    台北市
Name: company_addr, dtype: object"
"攻城獅文創股份有限公司
                    ",賽事經營服務、整合行銷規劃、企業活動辦理、運動場館經營,"6    網管工程師
Name: job_name, dtype: object","6    新竹縣
Name: company_addr, dtype: object"
"敦謙國際智能科技股份有限公司
                    ","DUNQIAN商 業 模 式 – 大 數 據 的 分 析 與 運 用

【我們擁有豐富旅宿經營實務經驗】
DUNQIAN擁有全球第一家智能無人化旅店的經營團隊，累積多年的實戰經驗與數據，讓我們成為智能無人化旅宿界的龍頭，得以協助傳統旅店迅速轉型成為智能旅店

【耗費巨資自主開發智能設備及系統】
DUNQIAN專業研發團隊針對旅店提供的智能設備及系統，進行產品開發及優化，提供旅客最新的服務體驗

【率先實施系統化管理以節省人力成本】
DUNQIAN提供PMS大師旅宿管理系統及聯合訂房中心等資源，統一房源控管並共享訂房資源，加盟主可重新調整人力分配，省去不必要的人事開銷

【共享數據及時擬具經營服務策略】
透過DUNQIAN導入相關軟硬體後蒐集營運數據，從訂房狀態以及相關數據，能適時了解顧客對旅店的需求，從數據分析中做經營策略及調整，達到加盟主之經營目標

【旅店智能化是我們的市場差異化優勢】
由傳統旅店轉型為智能旅店，相較於大眾對於過去旅宿業的刻板印象，旅店智能化目前已成為現在趨勢及特色
","292    《台北》收益成長部-市場分析師
Name: job_name, dtype: object","292    台北市
Name: company_addr, dtype: object"
"數據雲科技股份有限公司
                    ","歡迎加入我們這個年輕、充滿活力的科技團隊！我們是一家新創公司，致力於創造革命性的科技產品，並改變電商的經營方式。如果你有夢想，想要挑戰極限，並且擁有豐富的創意和創造力，那麼我們絕對是你不可錯過的機會！

我們不僅提供給你一個舒適的工作環境，更為你提供一個快速成長、自我實現的平台。在這裡，你可以與最頂尖的人才共事，接觸最先進的技術和理念，並參與創建未來的產品。你將擁有充分的自主權，並有機會發揮自己的專長和天賦，實現個人夢想與事業目標。

我們正在尋找與我們有相同熱情和信念的人，一起攜手前進，一同創造屬於我們自己的未來。如果你有熱情、創意和毅力，歡迎加入我們，成為這個充滿激情的團隊的一員！","57             全端工程師 Full-stack GPT Engineer (可遠距)
79    資深全端工程師 Senior Full-stack GPT Engineer (可遠距)
Name: job_name, dtype: object","57    新北市
79    新北市
Name: company_addr, dtype: object"
"新加坡商威兆科技有限公司台灣分公司
                    ","本公司提供全面的IT Infrastructure services and solutions:
1. 全球性的串流技術與直播影音平台供應
2. 跨國網路服務供應與優化
3. 一站式託管服務，包含系統高可用性、負載平衡與效能優化
4. 資訊安全與攻擊防禦的解決方案","157             IT Developer ( IT 程式設計師)
238    Senior IT Developer (資深 IT 程式設計師)
Name: job_name, dtype: object","157    台北市
238    台北市
Name: company_addr, dtype: object"
"新加坡商立可人事顧問有限公司台灣分公司
                    ","我們的使命：To help people find good jobs and our clients to succeed in business.
我們的願景：To be the leading and most admired recruitment and staffing consultancy firm in Taiwan and Asia-Pacific.","128    NL-美商科技公司 Server BMC Firmware Engineer (3-5年經驗...
132                      IW - 知名美商科技公司 急徵 後端工程師 (Python)
341                           CL-軟體開發工程師 (熟悉陀螺儀和磁力計研究領域)
346                    LS-知名電信業整合服務公司 網路工程師 (2-3年經驗看過來!)
Name: job_name, dtype: object","128    台北市
132    台北市
341    台北市
346    新北市
Name: company_addr, dtype: object"
"新東陽股份有限公司
                    ","誠信、創新、靈活、永續

「Integrity‧誠信」
新東陽一九六七年創業以來，一直以誠信為本，對消費者、股東、員工、合作夥伴與社會大眾是永遠的承諾。

「Creativity‧創新」
以創新思惟的角度為客戶提供有價值的產品及服務，並運用科技及數據加速創新，保持業界領頭羊的地位。

「Agility‧靈活」
面臨全球環境大幅改變，造成企業營運模式、消費習性，工作模式等大幅改變，因此企業必須超前部署，保持靈活積極的競爭力。

「Sustainability‧永續」
新東陽建置綠色工廠、推動循環經濟，提供對環境更友善的選擇，並致力投入社會公益，以實際行動響應環境、人類及社會的永續發展。","393    【總公司_經營戰略室】資深數位經營管理師
Name: job_name, dtype: object","393    台北市
Name: company_addr, dtype: object"
"日勝生活科技股份有限公司
                    ","◆多元化開發，雕塑人性化建築：
以政府推動的重大交通建設為張本，經由捷運系統與轉運中心的延伸，涵蓋至都會區邊緣地帶及郊區，結合生活與休閒，住屋與商場整體規劃，創造生活機能完整的理想社區。  

◆創新技術，以生態建築為目標：
提供客戶高品質居住與永續服務，發展符合生態建築，綠建築要求之產品。 

◆新ｅ時代多重客服新價值：
以超值便捷服務、多元領先服務、整合諮詢服務（EPS、OPS、IPS）新ｅ時代服務觀，強調運用科技為客戶服務，強調購屋前專業諮詢規劃、購屋中品質控管與需求整合及購屋後永續服務。 

◆創新真誠、日勝日勝：
日勝的經營理念，平實中有著深遠意涵，生活要精進，必需不斷的創新，我們以最平實的理念，執著落實、努力實踐每一個細節，自許為環境的雕塑家，以「關懷土地、環境共生」為企業使命，惟有對環境的真誠，才能生活在美麗境界中。 日勝日勝，就是不斷永續的關照我們的大地。","25       【集團總部】數位發展技術經理
155    【集團總部】數位創新系統開發專員
Name: job_name, dtype: object","25     台北市
155    台北市
Name: company_addr, dtype: object"
"昇恒昌股份有限公司
                    ","【國際及離島免稅事業】
精品、高級腕錶、珠寶、時尚飾品、彩妝香水、菸酒、進口食品、巧克力、台灣文創商品、3C、運動休閒、台灣民藝品、特產品、文創商品、伴手禮…等
(詳細品牌請參照昇恆昌官網)。

【營業據點】
市區：內湖旗艦店、金湖廣場、澎湖三號港廣場
機場港口：桃園國際機場、高雄國際機場、臺北松山機場、臺中國際機場、基隆港、金門機場、金門水頭港、澎湖機場、澎湖馬公港、綠島新天地、小琉球新天地、小琉球大福港 

【電商平台】
昇恆昌Everrich宅配網 / 昇恆昌Everrich免稅購物網 / 昇恆昌毛小孩部落 /  昇恆昌玩具世代 

【餐飲事業】
Home Garden / Bistro :D畢卓樂地餐廳 / Homee Kitchen好饗廚房 / Espressamente illy Cafe意曼多咖啡

【新媒體】
EMZ Youtube頻道","38    數據分析師(內湖總公司)
Name: job_name, dtype: object","38    台北市
Name: company_addr, dtype: object"
"昇詮科技股份有限公司
                    ",【台灣品牌】、【創新突破】、【嚴謹專業】、【利潤分享】、【人才培育】、【誠信透明】,"205    【急徵】CATV_VoIP_韌體 / 軟體工程師
Name: job_name, dtype: object","205    新竹市
Name: company_addr, dtype: object"
"明曜科技股份有限公司
                    ",秉持誠實與務實的經營理念，期望成為提供替代能源及保護地球環境的優良企業。,"219          【研發一處】軟體工程師
421    【研發二處】Python軟體工程師
Name: job_name, dtype: object","219    新北市
421    新北市
Name: company_addr, dtype: object"
"易勝資訊股份有限公司
                    ","易勝資訊尊重且關注每一位資訊人才的專業價值與職能發展，同時，我們也重視每一位員工在工作和生活之間的平衡，並提供學習及成長空間，使每一位人才有合適的舞台實現自己的工作價值，且擁有優質生活品質為目標。
易勝資訊深信唯有透過滿意的員工，方能滿足客戶的需求，進而達成客戶的目標與利益，誠摯地歡迎您一起加入。
","49     全端工程師(物聯網專案)
246           數據工程師
Name: job_name, dtype: object","49     台北市
246    台北市
Name: company_addr, dtype: object"
"昕力資訊股份有限公司
                    ","● 信賴 TRUST 
● 完美 PERFECTION
● 創新 INNOVATION

客戶對我們的信任是來自於我們不斷追求完美和持續創新
The trust from our customers is built by our perfection and innovation.","121            (資深)軟體測試工程師 (Sr.) Software QA Engineer_台北
154    (資深)Python/Julia工程師 (Sr.)Python/Julia Engineer_台北
328                   【AI團隊】演算法工程師 Algorithm Engineer_台北
Name: job_name, dtype: object","121    台北市
154    台北市
328    台北市
Name: company_addr, dtype: object"
"春水堂科技娛樂股份有限公司
                    ","春水堂致力于推動數位閱讀服務，進以發展知識影音服務。希望透過科技的創新，讓人以愉悅的心情去享受閱讀及線上學習樂趣。藉由影音數位閱讀及學習平台技術，結合豐富的數位內容，成就一個多元的學習型影音服務平台。
歡迎喜歡閱讀、有創意、有熱情、有本領，想要在電子書、數位學習平台服務開發、大數據精準行銷領域一展長才的您加入我們。","264    資料分析/內容推薦工程師
Name: job_name, dtype: object","264    台北市
Name: company_addr, dtype: object"
"晶鑠科技有限公司
                    ","◎經營哲學：晶采創新 鑠耀未來  Wonderful Innovation Shining Future
◎經營原則：
   • 宗旨：以人為本、以客為尊、以服務為目的
   • 使命：培養經營人才、創造公司利潤
   • 理念：承擔、承諾、 熱情、堅持
   • 目標：持續創新、技術領先
   • 態度：做事當責、做人感恩","201    Computing optical Engineer
Name: job_name, dtype: object","201    新北市
Name: company_addr, dtype: object"
"木荷科技股份有限公司
                    ","【Our Products】
- IT infrastructure solutions
- Cloud service solutions

【Our Partners】
- AWS (Amazon Web Services) 亞馬遜雲端經銷商
- Megaport台灣經銷商
- Okta 台灣經銷商
- Swiftserve 台灣經銷商
- IPPlus360台灣經銷商
- Thinkst Canary台灣經銷商

【AWS Cloud Competency】
- AWS Migration Competency
- AWS Hybrid Cloud 混合雲
- AWS Datacenter 地/雲資料中心遷移
- AWS Disaster Recovery 地/雲災難備援
- AWS Security Practice 資訊安全
- AWS Startup Program (新創) 套裝服務","199    AWS Cloud DevOps Engineer
Name: job_name, dtype: object","199    台北市
Name: company_addr, dtype: object"
"杰倫智能科技股份有限公司
                    ","Profet AI實現一天上手，一週落地，加速數位化轉型的腳步 - 
速度與效率對於製造業是最關鍵的競爭能力，ProfetAI提供簡易且直覺的產品平台，提升企業導入AI的速度超過10倍

Simple & Fast -  One day to start , One week to achieve

Speed and efficiency are critical competitive advantage for manufacature. ProfetAI provides an simple and easy to use solution to make the adoption of AI 10 times faster.","1                                     AI/機器學習研發工程師
66                                    Python 後端工程師
80                                        演算法開發工程師
227                                        軟體研發工程師
239             全端 / Full Stack / System Architect
374    初級全端工程師｜Full-Stack Junior Engineer (Golang)
Name: job_name, dtype: object","1      台北市
66     台北市
80     台北市
227    台北市
239    台北市
374    台北市
Name: company_addr, dtype: object"
"榮群電訊股份有限公司
                    ",,"181    軟體工程師
Name: job_name, dtype: object","181    新竹市
Name: company_addr, dtype: object"
"歐姆佳科技股份有限公司
                    ","法定項目：
勞保、健保、週休二日

福利制度：
獎金類： 年終獎金
其他類： 員工在職教育訓練","135    [研發替代役]通訊系統研發工程師
Name: job_name, dtype: object","135    新北市
Name: company_addr, dtype: object"
"永慶房產集團_永慶房屋仲介股份有限公司
                    ","■永續實踐‧追求圓滿

    永慶房屋成立於1988年，成立之初，即以「顧客感動」、「仲介楷模」、「共享成長」、「開創發展」及「安全經營」為企業經營理念，以期落實企業對消費者及員工追求圓滿的責任。
    我們將經營理念融入商標設計之中；以黃、灰、紅作為主要企業識別色彩，黃色象徵永慶人植根於土地的親和形象；灰色象徵永慶人專業的及踏實穩健的作風；紅色則象徵永慶人熱忱、積極、主動的服務精神。
    向上提升的箭頭與房屋符號，傳達永慶以家為核心，不斷追求卓越、創新成長的精神；而三個陰陽同心圓，則代表提供客戶「交易圓滿、服務圓滿、生活圓滿」的堅持，更展現出企業生生不息、永續經營的服務理念。","236    數據分析師 D31
Name: job_name, dtype: object","236    台北市
Name: company_addr, dtype: object"
"永豐商業銀行股份有限公司
                    ",透過綿密的營業網路、高度創新的商品組合，為客戶提供最佳的金融服務，藉由新貨幣、新市場與新通路等三大主軸，實現金融新絲路的理想。,"31    授信管理二部/資深零售數據建模人員
Name: job_name, dtype: object","31    台北市
Name: company_addr, dtype: object"
"沛思坦網路股份有限公司
                    ","我們以「TECHNOLOGY ‧ TALENT ‧ PROCESS」為核心，秉持創新與服務理念，運用AI、大數據分析等先進技術，專注於提供全球市場的企業高品質的智慧解決方案，協助企業轉型、流程再造、法律科技自動化，創造並提升商業價值。

TECHNOLOGY：以高端軟體技術，協助各企業打造智能服務、提供最適合的軟體解決方案。
TALENT：Pacston重視並擁有國際優秀人才，可根據客戶需求提供跨國人才服務。
PROCESS：協助企業流程優化，提供知識流程外包服務。","202    【新竹】資深Python後端工程師 Python Back-end Engineer (Se...
Name: job_name, dtype: object","202    新竹市
Name: company_addr, dtype: object"
"滙訊科技有限公司
                    ","*基本福利*
勞工保險、全民健保、團體保險、旅遊平安險、勞工退休金

△制度方面△
彈性工時
完善教育訓練
定期績效考核
順暢升遷管道

∞休假制度∞
周休二日
試用期後即享有10天特休
每年享有不扣薪事病假3天
女性員工每月享有帶薪生理假1天
婚假、產假、陪產假、家庭照顧假

＄獎金制度＄
年終獎金
三節獎金
生日禮金
績效獎金
生育津貼

★歡樂時光★
部門聚餐
慶生會及各式節慶Party活動
員工旅遊津貼補助
茶水間備有零食、飲料、咖啡
高規格健康檢查
","22     Python工程師
370      QA產品測試師
Name: job_name, dtype: object","22     台北市
370    台北市
Name: company_addr, dtype: object"
"潮網科技股份有限公司
                    ","潮網的企業使命：科技讓溝通更有效率 

開放透明：有問題直來直往 
高速迭迨：保持競爭力 
目標導向：目標一致全力達成
分享共構：只要能改進誰都能提建議
","245    (整合行銷一部)產業分析人員
Name: job_name, dtype: object","245    台北市
Name: company_addr, dtype: object"
"烏龜移動科技股份有限公司
                    ","主要媒體渠道與廣告平台，目前包括： 

1. ReTargeting 之王 - 專門服務效果類客戶 - CRITEO 
2. 行動廣告平台 - 烏龜聯播網 
3. 台灣最大學生社群平台 - Meteor 
4. 最權威的足球社群平台 - 挺足球 
5. 7-11 全台最大零售通路會員行銷 -- OPEN POINT
6. 全球最大 短視頻APP --TikTok 
7. 爆料公社 (臉書社團 & APP)
","2      資料工程師 Data Engineer
44            Python 軟體工程師
162                  資料分析師
293                  資料科學家
Name: job_name, dtype: object","2      台北市
44     台北市
162    台北市
293    台北市
Name: company_addr, dtype: object"
